TENDER_BIZPORTAL_ID,TENDER_COUNTRY,ESTIMATED_LANGUAGE,TENDER_DATE_OF_AWARD,TENDER_TITLE,TENDER_DESCRIPTION,AI_MATCH_TERMS,SEARCH_TEXT,AI_REVIEW_LABEL,PROCUREMENT_CONTENT
18446812,US,English/Latin,2015-11-24,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8500805670!FAIRING,AIRCRAFT,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8500805670!FAIRING,AIRCRAFT,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
76765736,US,English/Latin,2020-03-18,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8507249793!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8507249793!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
76749046,US,English/Latin,2020-03-19,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8507256340!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8507256340!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
82206098,US,English/Latin,2021-06-01,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8508247805!MODIFICATION KIT,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8508247805!MODIFICATION KIT,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
21914159,US,English/Latin,2017-09-08,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8504732954!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8504732954!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
8371595,US,English/Latin,2015-12-01,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8501469444!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8501469444!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
20243692,GB,English/Latin,2015-12-01,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8502662659!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8502662659!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
88021823,IT,English/Latin,2021-07-30,Italy-Rome: General management consultancy services,"La procedura è finalizzata alla conclusione di un Accordo Quadro per ogni Lotto, ai sensi dell'art. 54, comma 3, del d. lgs. n. 50/2016, avente ad oggetto l'affidamento di servizi di Digital Transformationper le Pubbliche Amministrazioni - ID Sigef 2069. Per maggiori dettagli, si rinvia alla documentazione di gara.",core_ai_en: \bAI\b,"Italy-Rome: General management consultancy services 
La procedura è finalizzata alla conclusione di un Accordo Quadro per ogni Lotto, ai sensi dell'art. 54, comma 3, del d. lgs. n. 50/2016, avente ad oggetto l'affidamento di servizi di Digital Transformationper le Pubbliche Amministrazioni - ID Sigef 2069. Per maggiori dettagli, si rinvia alla documentazione di gara.",明显误报：非英语普通词 ai,其他/需人工查看描述
88040469,IT,English/Latin,2022-05-09,Italy-Milan: Lift-maintenance services,"L'appalto ha ad oggetto la stipula di una Convenzione ai sensi della dell'art. 1, comma 4, della L.R. n. 33 del 28 dicembre 2007 - per la fornitura del Servizio di manutenzione degli impianti elevatori, e ulteriori servizi connessi, come meglio descritto negli atti di gara, in favore delle ALER di Regione Lombardia",core_ai_en: \bAI\b,"Italy-Milan: Lift-maintenance services 
L'appalto ha ad oggetto la stipula di una Convenzione ai sensi della dell'art. 1, comma 4, della L.R. n. 33 del 28 dicembre 2007 - per la fornitura del Servizio di manutenzione degli impianti elevatori, e ulteriori servizi connessi, come meglio descritto negli atti di gara, in favore delle ALER di Regione Lombardia",明显误报：非英语普通词 ai,设施维护/清洁/安保/邮政服务
107079607,US,English/Latin,2023-04-04,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8509807999!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8509807999!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
76765699,US,English/Latin,2020-03-26,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8507248508!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8507248508!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
12036888,US,English/Latin,2016-08-05,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8503506204!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8503506204!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
51091830,US,English/Latin,2018-08-10,AIRCRAFT MANUFACTURING,"4542923162!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"AIRCRAFT MANUFACTURING 
4542923162!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
84998941,US,English/Latin,2024-01-03,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8508706508!HOUSING ASSEMBLY,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8508706508!HOUSING ASSEMBLY,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
88109383,IT,English/Latin,2022-05-25,Italy-Turin: Construction work for water and sewage pipelines,"Procedura aperta ai sensi dell'art. 60 del D.Lgs. 50/2016, gestita integralmente con modalità telematica, per l'affidamento dei lavori di riabilitazione delle condotte della rete idrica della Città di Torino e della Collina Torinese.",core_ai_en: \bAI\b,"Italy-Turin: Construction work for water and sewage pipelines 
Procedura aperta ai sensi dell'art. 60 del D.Lgs. 50/2016, gestita integralmente con modalità telematica, per l'affidamento dei lavori di riabilitazione delle condotte della rete idrica della Città di Torino e della Collina Torinese.",明显误报：非英语普通词 ai,工程/建筑/能源服务
107186810,IT,Spanish/Latin,2023-06-27,Italy-Nuoro: Integrated engineering services,"Procedura aperta telematica, ai sensi degli artt. 60 e 114 del D. Lgs. n. 50/2016, con applicazione del criterio dell'offerta economicamente più vantaggiosa sulla base del miglior rapporto qualità/prezzo, per l'affidamento dei servizi di progettazione definitiva-esecutiva, studi specialistici, indagini a servizio della progettazione, coordinamento della sicurezza in fase di progettazione, direzione dei lavori, misura e contabilità, coordinamento della sicurezza in fase di esecuzione, sorveglianza archeologica per la realizzazione dell'intervento denominato Interventi finalizzati alla riduzione delle perdite idriche ed alla distrettualizzazione delle reti idriche in 15 comuni della Regione Sardegna.D PNRR_M2C4-I4.2_125Intervento finanziato con fondi PNRR - M2C4 - I4.2 per la Riduzione delle perdite nelle reti di distribuzione dell'acqua, compresa la digitalizzazione e il monitoraggio delle reti.RIF. APP. 45/2022.CUP E68B22000420008.CIG 9435278DB5.",core_ai_en: \bAI\b,"Italy-Nuoro: Integrated engineering services 
Procedura aperta telematica, ai sensi degli artt. 60 e 114 del D. Lgs. n. 50/2016, con applicazione del criterio dell'offerta economicamente più vantaggiosa sulla base del miglior rapporto qualità/prezzo, per l'affidamento dei servizi di progettazione definitiva-esecutiva, studi specialistici, indagini a servizio della progettazione, coordinamento della sicurezza in fase di progettazione, direzione dei lavori, misura e contabilità, coordinamento della sicurezza in fase di esecuzione, sorveglianza archeologica per la realizzazione dell'intervento denominato Interventi finalizzati alla riduzione delle perdite idriche ed alla distrettualizzazione delle reti idriche in 15 comuni della Regione Sardegna.D PNRR_M2C4-I4.2_125Intervento finanziato con fondi PNRR - M2C4 - I4.2 per la Riduzione delle perdite nelle reti di distribuzione dell'acqua, compresa la digitalizzazione e il monitoraggio delle reti.RIF. APP. 45/2022.CUP E68B22000420008.CIG 9435278DB5.",明显误报：非英语普通词 ai,其他/需人工查看描述
76764762,US,English/Latin,2020-04-02,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8507292338!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8507292338!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
194975796,US,English/Latin,2024-12-17,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8511077639!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8511077639!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
51071704,US,English/Latin,2019-08-12,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8506170053!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8506170053!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
16147735,US,English/Latin,2016-08-11,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8503510408!FAIRING,FUSELAGE,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8503510408!FAIRING,FUSELAGE,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
88232478,IT,English/Latin,2022-06-13,Italy-Turin: Various office equipment and supplies,"Procedura aperta, ai sensi dell'art.60 comma 1 D.Lgs 50/2016, per l'aggiudicazione della fornitura a n.5 lotti di strumentazione tecnico scientifica",core_ai_en: \bAI\b,"Italy-Turin: Various office equipment and supplies 
Procedura aperta, ai sensi dell'art.60 comma 1 D.Lgs 50/2016, per l'aggiudicazione della fornitura a n.5 lotti di strumentazione tecnico scientifica",明显误报：非英语普通词 ai,其他/需人工查看描述
21914169,US,English/Latin,2017-09-26,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8504733512!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8504733512!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
52830195,US,English/Latin,2020-04-16,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8504834610!ROTOR,MOTOR ASSY,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8504834610!ROTOR,MOTOR ASSY,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
72959888,US,English/Latin,2019-08-16,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8506751801!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8506751801!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
54128117,US,English/Latin,2019-08-08,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"FLIGHT DECK DISK,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
FLIGHT DECK DISK,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
21913695,US,English/Latin,2018-08-30,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8504693123!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8504693123!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
51095391,US,English/Latin,2018-08-30,AIRCRAFT MANUFACTURING,"4543165074!FAIRING,FUSELAGE,AI",core_ai_en: \bAI\b,"AIRCRAFT MANUFACTURING 
4543165074!FAIRING,FUSELAGE,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
72960834,US,English/Latin,2019-08-19,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8506753842!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8506753842!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
119796574,US,English/Latin,2024-01-09,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8510374943!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8510374943!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
82517189,IT,Spanish/Latin,2021-06-25,"Italy-Milan: Architectural, engineering and planning services","L'appalto ha ad oggetto la stipula di un Accordo Quadro con un solo operatore economico, ai sensi dell'art. 54 comma 3 del D.Lgs 50/2016 - per l'affidamento del Servizio di Direzione Lavori e Coordinatore della Sicurezza in fase di esecuzione, e ulteriori servizi connessi, come meglio descritto negli atti di gara, in favore degli Enti del Servizio Sanitario Regionale di cui all'art. 1 della L.R. n. 30 del 27/12/2006 comprese le ASP e degli enti del servizio sanitario delle regioni convenzionate con ARIA SPA., oltre che degli Enti regionali di cui agli allegati A1 e A2 della legge regionale n. 30/2006.",core_ai_en: \bAI\b,"Italy-Milan: Architectural, engineering and planning services 
L'appalto ha ad oggetto la stipula di un Accordo Quadro con un solo operatore economico, ai sensi dell'art. 54 comma 3 del D.Lgs 50/2016 - per l'affidamento del Servizio di Direzione Lavori e Coordinatore della Sicurezza in fase di esecuzione, e ulteriori servizi connessi, come meglio descritto negli atti di gara, in favore degli Enti del Servizio Sanitario Regionale di cui all'art. 1 della L.R. n. 30 del 27/12/2006 comprese le ASP e degli enti del servizio sanitario delle regioni convenzionate con ARIA SPA., oltre che degli Enti regionali di cui agli allegati A1 e A2 della legge regionale n. 30/2006.",明显误报：非英语普通词 ai,其他/需人工查看描述
72965916,US,English/Latin,2019-08-22,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8506627812!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8506627812!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
54117755,US,English/Latin,2017-10-20,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8504847548!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8504847548!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
54123544,US,English/Latin,2017-10-18,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8504855988!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8504855988!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
77005050,US,English/Latin,2020-05-20,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8507397105!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8507397105!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
10052992,US,English/Latin,2016-09-09,Other Computer Related Services,IGF::OT::IGF REMOTELY PILOTED AIRCRAFT RPA SQUADRON OPERATION CENTER SOC WAREHOUSE AND ENGINEERING SERVICES SUPPORT,core_ai_en: \bRPA\b,"Other Computer Related Services 
IGF::OT::IGF REMOTELY PILOTED AIRCRAFT RPA SQUADRON OPERATION CENTER SOC WAREHOUSE AND ENGINEERING SERVICES SUPPORT",疑似误报：RPA 可能是 remotely piloted aircraft,航空/机械零部件或维修
16507396,US,English/Latin,2016-09-11,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8503631246!VANE SEGMENT,FAN,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8503631246!VANE SEGMENT,FAN,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
51034058,US,English/Latin,2018-04-22,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8505423715!FAIRING,AIRCRAFT,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8505423715!FAIRING,AIRCRAFT,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
130508756,US,English/Latin,2024-12-27,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8510862770!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8510862770!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
88602180,US,English/Latin,2022-05-15,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8509100965!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8509100965!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
77917315,US,English/Latin,2020-05-28,AIRCRAFT MANUFACTURING,"4550046818!FAIRING,FUSELAGE,AI",core_ai_en: \bAI\b,"AIRCRAFT MANUFACTURING 
4550046818!FAIRING,FUSELAGE,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
20800290,US,English/Latin,2016-08-24,Aircraft Manufacturing,"8503571655!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"Aircraft Manufacturing 
8503571655!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
17353412,US,English/Latin,2017-08-08,Aircraft Engine and Engine Parts Manufacturing,"8504642146!BLADE,COMPRESSOR,AI",core_ai_en: \bAI\b,"Aircraft Engine and Engine Parts Manufacturing 
8504642146!BLADE,COMPRESSOR,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
13011779,US,English/Latin,2016-09-18,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8502955152!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8502955152!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
14688666,US,English/Latin,2010-12-09,Hardware Manufacturing,"4516368042!BLADE,COMPRESSOR,AI",core_ai_en: \bAI\b,"Hardware Manufacturing 
4516368042!BLADE,COMPRESSOR,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
86240598,US,English/Latin,2022-02-10,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8508861414!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8508861414!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
9242300,US,English/Latin,2015-09-16,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8502513145!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8502513145!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
193511980,US,English/Latin,2024-11-30,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8511037410!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8511037410!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
8362513,US,English/Latin,2014-12-09,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8501620553!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8501620553!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
193536475,US,English/Latin,2024-12-02,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8511049219!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8511049219!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
51683644,US,English/Latin,2018-05-20,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8505518587!COVER,SEAT FRAME,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8505518587!COVER,SEAT FRAME,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
76008989,IT,English/Latin,2020-07-13,Italy-Rome: Software development services,"Lotto 1: CIG: 7761072F35.Lotto 2: CIG: 77610740E0.La procedura è finalizzata alla stipula di un contratto per ogni lotto, ai sensi del D.Lgs. n. 50/2016 avente ad oggetto l'affidamento dei servizi di sviluppo, manutenzione e gestione del sistema informativo della Consob, così articolati:- lotto 1: Servizi di sviluppo software, manutenzione e gestione applicativa e supporto specialistico (applicativo e PMO),- lotto 2: Servizi di conduzione sistemi, gestione e certificazione postazioni di lavoro, call center (per attività di help desk) e supporto specialistico (sistemistico e PMO).Per una descrizione più analitica dei servizi si rinvia al disciplinare di gara.",core_ai_en: \bAI\b,"Italy-Rome: Software development services 
Lotto 1: CIG: 7761072F35.Lotto 2: CIG: 77610740E0.La procedura è finalizzata alla stipula di un contratto per ogni lotto, ai sensi del D.Lgs. n. 50/2016 avente ad oggetto l'affidamento dei servizi di sviluppo, manutenzione e gestione del sistema informativo della Consob, così articolati:- lotto 1: Servizi di sviluppo software, manutenzione e gestione applicativa e supporto specialistico (applicativo e PMO),- lotto 2: Servizi di conduzione sistemi, gestione e certificazione postazioni di lavoro, call center (per attività di help desk) e supporto specialistico (sistemistico e PMO).Per una descrizione più analitica dei servizi si rinvia al disciplinare di gara.",明显误报：非英语普通词 ai,AI 研究、研发或原型项目
193540322,US,English/Latin,2024-12-02,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8511037584!GEARBOX ASSEMBLY,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8511037584!GEARBOX ASSEMBLY,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
21895570,US,English/Latin,2016-05-17,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8503249899!PLATE,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8503249899!PLATE,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
86314857,IT,Spanish/Latin,2022-04-29,Italy-Rome: Diagnostic systems,"La procedura è finalizzata alla conclusione di un Accordo Quadro, ai sensi dell'art. 54, comma 4, lett. a), del d. lgs. n. 50/2016, avente ad oggetto la fornitura di Presidi per l'autocontrollo della glicemia per le Pubbliche Amministrazioni. Per maggiori dettagli, si rinvia alla documentazione di gara.",core_ai_en: \bAI\b,"Italy-Rome: Diagnostic systems 
La procedura è finalizzata alla conclusione di un Accordo Quadro, ai sensi dell'art. 54, comma 4, lett. a), del d. lgs. n. 50/2016, avente ad oggetto la fornitura di Presidi per l'autocontrollo della glicemia per le Pubbliche Amministrazioni. Per maggiori dettagli, si rinvia alla documentazione di gara.",明显误报：非英语普通词 ai,AI 软件、平台或信息系统
18758707,US,English/Latin,2011-10-12,Other Aircraft Part and Auxiliary Equipment Manufacturing,"4519339011!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
4519339011!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
8501077,US,English/Latin,2014-12-16,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8501645058!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8501645058!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
51309054,US,English/Latin,2019-05-22,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8506555730!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8506555730!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
13055009,US,English/Latin,2017-05-15,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8504387670!BLADE,COMPRESSOR,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8504387670!BLADE,COMPRESSOR,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
14506126,US,English/Latin,2015-09-18,Aircraft Engine and Engine Parts Manufacturing,"BLADE,COMPRESSOR,AI",core_ai_en: \bAI\b,"Aircraft Engine and Engine Parts Manufacturing 
BLADE,COMPRESSOR,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
17082218,US,English/Latin,2010-07-21,Other Aircraft Part and Auxiliary Equipment Manufacturing,"4514966911!WINDSHIELD PANEL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
4514966911!WINDSHIELD PANEL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
51322179,US,English/Latin,2018-05-29,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8505542469!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8505542469!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
86371789,US,English/Latin,2022-02-18,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"8508889210!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING 
8508889210!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
6471284,US,English/Latin,2016-05-25,Other Aircraft Part and Auxiliary Equipment Manufacturing,"8500176646!PANEL,STRUCTURAL,AI",core_ai_en: \bAI\b,"Other Aircraft Part and Auxiliary Equipment Manufacturing 
8500176646!PANEL,STRUCTURAL,AI",明显误报：航空/机械零部件代码 AI,航空/机械零部件或维修
