TENDER_BIZPORTAL_ID,TENDER_COUNTRY,ESTIMATED_LANGUAGE,TENDER_DATE_OF_AWARD,TENDER_TITLE,TENDER_DESCRIPTION,AI_MATCH_TERMS,SEARCH_TEXT,AI_REVIEW_LABEL,PROCUREMENT_CONTENT
207874890,KR,English/Latin,2025-12-05,National Artificial Intelligence Strategy Committee : 2025-12-05 : National Government Agency : Details_contract_delivery_request,Additional furniture purchase for the Vice Chairman of the National Artificial Intelligence Strategy Committee,core_ai_en: artificial intelligence,"National Artificial Intelligence Strategy Committee : 2025-12-05 : National Government Agency : Details_contract_delivery_request 
Additional furniture purchase for the Vice Chairman of the National Artificial Intelligence Strategy Committee",明确 AI 相关,其他/需人工查看描述
72562210,US,English/Latin,2020-05-01,ENVIRONMENTAL CONSULTING SERVICES,ARTIFICIAL INTELLIGENCE SOLUTION FOR STREAM FLOW,core_ai_en: artificial intelligence,"ENVIRONMENTAL CONSULTING SERVICES 
ARTIFICIAL INTELLIGENCE SOLUTION FOR STREAM FLOW",明确 AI 相关,AI 咨询、培训或专业服务
108614579,US,English/Latin,2025-02-14,ENGINEERING SERVICES,TORFP 2316_MANAGEMENT SERVICES DATA SCIENCE AND ANALYTICS TEAM (DSAT) SUPPORT,core_ai_en: data science,"ENGINEERING SERVICES 
TORFP 2316_MANAGEMENT SERVICES DATA SCIENCE AND ANALYTICS TEAM (DSAT) SUPPORT",明确 AI 相关,AI 数据分析、建模或算法服务
119687460,US,English/Latin,2024-11-19,ENGINEERING SERVICES,ASYMMETRIC AND INTELLIGENT AUTOMATION TECHNICAL AND ENGINEERING SUPPORT.,core_ai_en: intelligent automation,"ENGINEERING SERVICES 
ASYMMETRIC AND INTELLIGENT AUTOMATION TECHNICAL AND ENGINEERING SUPPORT.",明确 AI 相关,AI 自动化、识别或虚拟助手应用
7773911,US,English/Latin,2014-08-18,Services for the Elderly and Persons with Disabilities,IGF::OT::IGF  OTHER FUNCTION MOBILITY IMPAIRED/SPEECH RECOGNITION CLASS (10 DAY TRAINING) 1 CLASS,core_ai_en: speech recognition,"Services for the Elderly and Persons with Disabilities 
IGF::OT::IGF  OTHER FUNCTION MOBILITY IMPAIRED/SPEECH RECOGNITION CLASS (10 DAY TRAINING) 1 CLASS",明确 AI 相关,医疗/实验室/语音识别相关
75558658,US,English/Latin,2020-06-30,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","GEOELECTRIC FIELD FORECASTING WITH MACHINE LEARNING: A DATA-DRIVEN, ENSEMBLE-BASED CAPABILITY FOR HAZARD MITIGATION",core_ai_en: machine learning,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY) 
GEOELECTRIC FIELD FORECASTING WITH MACHINE LEARNING: A DATA-DRIVEN, ENSEMBLE-BASED CAPABILITY FOR HAZARD MITIGATION",明确 AI 相关,AI 研究、研发或原型项目
85735791,GB,English/Latin,2022-02-24,Text Analytics and Sentiment Analysis 2022,"Provide Analytics and Business      Intelligence Services undertaking Text      Analytics and Sentiment Analysis to      understand what is being said in relation to      DWP products, services and policies to      gain insight and understand the sentiment      behind the conversations.",core_ai_en: text analytics; core_ai_en: sentiment analysis,"Text Analytics and Sentiment Analysis 2022 
Provide Analytics and Business      Intelligence Services undertaking Text      Analytics and Sentiment Analysis to      understand what is being said in relation to      DWP products, services and policies to      gain insight and understand the sentiment      behind the conversations.",明确 AI 相关,AI 数据分析、建模或算法服务
108467735,US,English/Latin,2023-11-16,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",FRAMEWORK FOR ARTIFICIAL INTELLIGENCE TRUSTWORTHINESS IN HUMAN-MACHINE DELEGATION (FAITH-MD),core_ai_en: artificial intelligence,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY) 
FRAMEWORK FOR ARTIFICIAL INTELLIGENCE TRUSTWORTHINESS IN HUMAN-MACHINE DELEGATION (FAITH-MD)",明确 AI 相关,AI 研究、研发或原型项目
74005820,US,English/Latin,2021-02-05,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",COMPETENCY-AWARE MACHINE LEARNING A DEFENSE ADVANCED RESEARCH PROJECTS AGENCY PROGRAM.,core_ai_en: machine learning,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY) 
COMPETENCY-AWARE MACHINE LEARNING A DEFENSE ADVANCED RESEARCH PROJECTS AGENCY PROGRAM.",明确 AI 相关,AI 研究、研发或原型项目
2566699,US,English/Latin,2015-08-19,Computer Systems Design Services,BASE ISOSS - DATA SCIENCES,core_ai_en: data science,"Computer Systems Design Services 
BASE ISOSS - DATA SCIENCES",明确 AI 相关,AI 软件、平台或信息系统
39535020,US,English/Latin,2019-04-24,COMPUTER SYSTEMS DESIGN SERVICES,"ID09180069 - ONR - DATA ANALYTICS, BUSINESS INTELLIGENCE, AND DATA SCIENCE SUPPORT. IGF::OT::IGF",core_ai_en: data science,"COMPUTER SYSTEMS DESIGN SERVICES 
ID09180069 - ONR - DATA ANALYTICS, BUSINESS INTELLIGENCE, AND DATA SCIENCE SUPPORT. IGF::OT::IGF",明确 AI 相关,AI 软件、平台或信息系统
47071125,US,English/Latin,2019-04-26,AI/ML PLATFORMS FOR MACHINE LEARNING,AI/ML PLATFORMS FOR MACHINE LEARNING,core_ai_en: \bAI\b; core_ai_en: machine learning,"AI/ML PLATFORMS FOR MACHINE LEARNING 
AI/ML PLATFORMS FOR MACHINE LEARNING",明确 AI 相关,AI 软件、平台或信息系统
193051716,RU,English/Latin,2024-12-18,"Educational and methodological kits and construction kits for studying the basics of robotics, artificial intelligence and space engineering education : 2024-12-18",Delivery of educational robotics kit,core_ai_en: artificial intelligence,"Educational and methodological kits and construction kits for studying the basics of robotics, artificial intelligence and space engineering education : 2024-12-18 
Delivery of educational robotics kit",明确 AI 相关,工程/建筑/能源服务
116573612,US,English/Latin,2023-11-29,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",QUANTUM & ARTIFICIAL INTELLIGENCE TECHNOLOGIES FOR NEXT GENERATION ARMAMENT SYSTEMS,core_ai_en: artificial intelligence,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY) 
QUANTUM & ARTIFICIAL INTELLIGENCE TECHNOLOGIES FOR NEXT GENERATION ARMAMENT SYSTEMS",明确 AI 相关,AI 研究、研发或原型项目
92801213,ES,French/Latin,2023-05-02,Spain-Bilbao: IT software development services,Desarrollo de una solución de procesamiento cualitativo de la atención no presencial a través de tecnologías de inteligencia artificial,ai_western_europe: inteligencia artificial,"Spain-Bilbao: IT software development services 
Desarrollo de una solución de procesamiento cualitativo de la atención no presencial a través de tecnologías de inteligencia artificial",明确 AI 相关,AI 研究、研发或原型项目
46131070,US,English/Latin,2020-06-29,2018-07-10 : FAIRFAX : NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,"GEORGE MASON UNIVERSITY'S CENTER FOR SPATIAL INFORMATION SCIENCE AND SYSTEMS (CSISS) PROPOSES TO CONDUCT COOPERATIVE RESEARCH WITH NASA GODDARD EARTH SCIENCES DATA AND INFORMATION SERVICE CENTER (GES DISC) ON: 1) GEOINFORMATION SCIENCE, TECHNOLOGY, AND THEIR APPLICATIONS; AND 2) MULTI-DISCIPLINARY DATA SERVICES AND INFORMATION. THE CSISS TEAM, WITH JOINT SUPERVISION OF THE CSISS PROJECT PI AND DISC CIVIL SERVANTS AND IN COLLABORATION WITH DISC CONTRACTOR TEAMS, WILL CONDUCT GEOINFORMATION TECHNOLOGY RESEARCH AND PROTOTYPING TO SUPPORT GES DISC MISSIONS. THE PROPOSED WORK CONSISTS OF RESEARCH DEVELOPMENT AND PROTOTYPING, APPLICATIONS, USER SERVICE ENHANCEMENTS, AND OUTREACH, INCLUDING ADOPTION AND DEPLOYMENT OF ADVANCED DATA AND INFORMATION SYSTEMS AT GES DISC, GEOGRAPHIC INFORMATION SYSTEM RESEARCH, SCIENTIFIC RESEARCH ON EMERGING SEMANTIC WEB, GEOSPATIAL CLOUD, AND OTHER GEOINFORMATION TECHNOLOGY, DATA SCIENCE RESEARCH, AND APPLICATION OF THE GEOSPATIAL INFORMATION TECHNOLOGY IN THE SCIENCE DOMAINS. PRECIPITATION IS ONE OF THE MOST WIDELY USED DATA PRODUCTS IN BOTH RESEARCH AND APPLICATION COMMUNITIES. IT HAS BEEN A GREAT CHALLENGE TO PROVIDE USER-FRIENDLY DATA SERVICES AND INFORMATION TO A WIDE RANGE OF USER COMMUNITIES AROUND THE WORLD, ESPECIALLY NONPROFESSIONALS. THE PROPOSED WORK WILL INCLUDE DEVELOPMENT, ENHANCEMENT, APPLICATIONS, AND OUTREACH OF GES DISC PRECIPITATION DATASETS AND SERVICES SUCH AS NASA MAJOR PRECIPITATION MISSIONS (TRMM AND GPM) AND OTHER PRECIPITATION PRODUCTS (E.G., GPCP), THE USDA CROP EXPLORER, GIOVANNI, TRAININGS AND PUBLICATIONS IN MAJOR SCIENCE JOURNALS OR MAGAZINES, ETC. THE PROPOSED WORK WILL ALSO INCLUDE EXPERIMENTAL VALUE-ADDED PRODUCTS AND SERVICES FOR SUPPORTING NASA MODERN-ERA RETROSPECTIVE ANALYSIS FOR RESEARCH AND APPLICATIONS (MERRA); LEADING EDGE DATA QUALITY AND UNCERTAINTY STUDIES; NEW INNOVATIVE SUPPORT SERVICES FOR MEASURES DATA, AND CONTINUE DEVELOPING THE HOW-TO KNOWLEDGE BASE FOR ENHANCING ONLINE USER SUPPORT.",core_ai_en: data science,"2018-07-10 : FAIRFAX : NATIONAL AERONAUTICS AND SPACE ADMINISTRATION 
GEORGE MASON UNIVERSITY'S CENTER FOR SPATIAL INFORMATION SCIENCE AND SYSTEMS (CSISS) PROPOSES TO CONDUCT COOPERATIVE RESEARCH WITH NASA GODDARD EARTH SCIENCES DATA AND INFORMATION SERVICE CENTER (GES DISC) ON: 1) GEOINFORMATION SCIENCE, TECHNOLOGY, AND THEIR APPLICATIONS; AND 2) MULTI-DISCIPLINARY DATA SERVICES AND INFORMATION. THE CSISS TEAM, WITH JOINT SUPERVISION OF THE CSISS PROJECT PI AND DISC CIVIL SERVANTS AND IN COLLABORATION WITH DISC CONTRACTOR TEAMS, WILL CONDUCT GEOINFORMATION TECHNOLOGY RESEARCH AND PROTOTYPING TO SUPPORT GES DISC MISSIONS. THE PROPOSED WORK CONSISTS OF RESEARCH DEVELOPMENT AND PROTOTYPING, APPLICATIONS, USER SERVICE ENHANCEMENTS, AND OUTREACH, INCLUDING ADOPTION AND DEPLOYMENT OF ADVANCED DATA AND INFORMATION SYSTEMS AT GES DISC, GEOGRAPHIC INFORMATION SYSTEM RESEARCH, SCIENTIFIC RESEARCH ON EMERGING SEMANTIC WEB, GEOSPATIAL CLOUD, AND OTHER GEOINFORMATION TECHNOLOGY, DATA SCIENCE RESEARCH, AND APPLICATION OF THE GEOSPATIAL INFORMATION TECHNOLOGY IN THE SCIENCE DOMAINS. PRECIPITATION IS ONE OF THE MOST WIDELY USED DATA PRODUCTS IN BOTH RESEARCH AND APPLICATION COMMUNITIES. IT HAS BEEN A GREAT CHALLENGE TO PROVIDE USER-FRIENDLY DATA SERVICES AND INFORMATION TO A WIDE RANGE OF USER COMMUNITIES AROUND THE WORLD, ESPECIALLY NONPROFESSIONALS. THE PROPOSED WORK WILL INCLUDE DEVELOPMENT, ENHANCEMENT, APPLICATIONS, AND OUTREACH OF GES DISC PRECIPITATION DATASETS AND SERVICES SUCH AS NASA MAJOR PRECIPITATION MISSIONS (TRMM AND GPM) AND OTHER PRECIPITATION PRODUCTS (E.G., GPCP), THE USDA CROP EXPLORER, GIOVANNI, TRAININGS AND PUBLICATIONS IN MAJOR SCIENCE JOURNALS OR MAGAZINES, ETC. THE PROPOSED WORK WILL ALSO INCLUDE EXPERIMENTAL VALUE-ADDED PRODUCTS AND SERVICES FOR SUPPORTING NASA MODERN-ERA RETROSPECTIVE ANALYSIS FOR RESEARCH AND APPLICATIONS (MERRA); LEADING EDGE DATA QUALITY AND UNCERTAINTY STUDIES; NEW INNOVATIVE SUPPORT SERVICES FOR MEASURES DATA, AND CONTINUE DEVELOPING THE HOW-TO KNOWLEDGE BASE FOR ENHANCING ONLINE USER SUPPORT.",明确 AI 相关,AI 研究、研发或原型项目
46130574,US,English/Latin,2018-07-26,2018-07-26 : HONOLULU : NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,"IT IS A STATED AIM OF NASA TO I) ANSWER THE QUESTION HOW DO MAGMATIC SYSTEMS EVOLVE, UNDER WHAT CONDITIONS DO VOLCANOES ERUPT, AND HOW DO ERUPTIONS AND VOLCANO HAZARDS DEVELOP?, AND II) TO IMPROVE OUR ABILITY TO FORECAST THE BEHAVIOR OF EARTH'S VOLCANOES USING REMOTE SENSING DATA, SUCH THAT WE MIGHT MITIGATE THEIR EFFECTS ON SOCIETY. THE PROPOSED WORK WILL SUPPORT THESE GOALS. 1. WE WILL PRODUCE A 30 YEAR GLOBAL MEASUREMENT RECORD OF VOLCANIC THERMAL UNREST, BY INTEGRATING LOW AND HIGH SPATIAL RESOLUTION MEASUREMENTS. WE WILL IMPROVE THE SENSITIVITY OF THE CURRENT MODVOLC ALGORITHM, TO ALLOW LOWER INTENSITY THERMAL EMISSION, THE KIND OF UNREST THAT PRECEDES ERUPTION, TO BE QUANTIFIED FOR EARTHS VOLCANOES. WE WILL IMPLEMENT THE NEW ALGORITHM ON THE NPP VIIRS DATA STREAM, TO INCREASE THE TEMPORAL FREQUENCY WITH WHICH THIS THERMAL UNREST CAN BE MEASURED, AND TO ENSURE CONTINUITY OF GLOBAL VOLCANO MONITORING FROM THE EOS INTO THE JPSS ERAS. WE WILL EXPLOIT THE HISTORICAL GLOBAL AVHRR DATA ARCHIVE, EXTENDING OUR GLOBAL THERMAL EMISSION TIMES-SERIES BACK TO 1986. WE WILL QUANTIFY THERMAL EMISSION FROM ALL EARTHS ACTIVE VOLCANOES USING HIGH RESOLUTION LANDSAT (TM, ETM, AND TIRS) AND TERRA ASTER DATA, BACK TO 1984. THIS HIGH RESOLUTION RECORD WILL ALLOW US TO QUANTIFY LOW INTENSITY (E.G., HYDROTHERMAL) VOLCANIC ACTIVITY THAT FALLS BELOW THE DETECTION LIMIT OF MODIS/VIIRS/AVHRR, THUS PROVIDING A MORE COMPLETE MEASUREMENT RECORD OF THERMAL UNREST DURING PERIODS OF REPOSE. THIS WILL ALSO ALLOW US TO CALIBRATE THE LOW SPATIAL RESOLUTION (BUT HIGH TEMPORAL RESOLUTION) TIME-SERIES. 2. ALL OF THESE PRODUCTS WILL BE MADE AVAILABLE TO THE COMMUNITY AT HTTP://MODIS.HIGP.HAWAII.EDU 3. PREDICTING THE EVOLUTION OF THE INTENSITY OF AN ERUPTION ONCE IT HAS BEGUN HAS PROVEN HARDER THAN DETECTING UNREST ASSOCIATED WITH ERUPTION ONSET. WE WILL USE DEEP LEARNING TECHNIQUES TO ANALYZE THE 30 YEAR ARCHIVE WE WILL DEVELOP TO DETERMINE WHETHER ESCALATIONS, DE-ESCALATIONS AND CESSATIONS OF THERMAL EMISSION AND UNREST CAN BE PREDICTED, AND WITH WHAT UNCERTAINTY. 4. KEY PARAMETERS IN DYNAMIC FORECAST MODELS INCLUDE THE LOCATION, COMPOSITION, AND VOLATILE CONTENT OF THE MAGMA AS WELL AS MASS FLUXES OF MAGMA AND GASES. THE CHANGE IN LAVA EFFUSION RATE DURING AN ERUPTION (DECAY CONSTANT) IS RELATED TO PRESSURE RE-EQUILIBRATION IN THE CHAMBER, AND THE NET RATE OF OUTFLOW AND RECHARGE. WE WILL ANALYZE A COMPREHENSIVE GLOBAL MULTI-DECADAL DATA SET OF I) LAVA EFFUSION RATES FOR ALL EFFUSIVE ERUPTIONS IN THE 30 YEAR TIME-SERIES, AND II) THE DECAY CONSTANTS ASSOCIATED WITH THESE LAVA MASS FLUXES, TO DETERMINE HOW INFORMATION EXTRACTED FROM SATELLITE-DERIVED EFFUSION RATE MEASUREMENTS CAN BE RELATED TO MAGMA SUPPLY CONDITIONS.",core_ai_en: deep learning,"2018-07-26 : HONOLULU : NATIONAL AERONAUTICS AND SPACE ADMINISTRATION 
IT IS A STATED AIM OF NASA TO I) ANSWER THE QUESTION HOW DO MAGMATIC SYSTEMS EVOLVE, UNDER WHAT CONDITIONS DO VOLCANOES ERUPT, AND HOW DO ERUPTIONS AND VOLCANO HAZARDS DEVELOP?, AND II) TO IMPROVE OUR ABILITY TO FORECAST THE BEHAVIOR OF EARTH'S VOLCANOES USING REMOTE SENSING DATA, SUCH THAT WE MIGHT MITIGATE THEIR EFFECTS ON SOCIETY. THE PROPOSED WORK WILL SUPPORT THESE GOALS. 1. WE WILL PRODUCE A 30 YEAR GLOBAL MEASUREMENT RECORD OF VOLCANIC THERMAL UNREST, BY INTEGRATING LOW AND HIGH SPATIAL RESOLUTION MEASUREMENTS. WE WILL IMPROVE THE SENSITIVITY OF THE CURRENT MODVOLC ALGORITHM, TO ALLOW LOWER INTENSITY THERMAL EMISSION, THE KIND OF UNREST THAT PRECEDES ERUPTION, TO BE QUANTIFIED FOR EARTHS VOLCANOES. WE WILL IMPLEMENT THE NEW ALGORITHM ON THE NPP VIIRS DATA STREAM, TO INCREASE THE TEMPORAL FREQUENCY WITH WHICH THIS THERMAL UNREST CAN BE MEASURED, AND TO ENSURE CONTINUITY OF GLOBAL VOLCANO MONITORING FROM THE EOS INTO THE JPSS ERAS. WE WILL EXPLOIT THE HISTORICAL GLOBAL AVHRR DATA ARCHIVE, EXTENDING OUR GLOBAL THERMAL EMISSION TIMES-SERIES BACK TO 1986. WE WILL QUANTIFY THERMAL EMISSION FROM ALL EARTHS ACTIVE VOLCANOES USING HIGH RESOLUTION LANDSAT (TM, ETM, AND TIRS) AND TERRA ASTER DATA, BACK TO 1984. THIS HIGH RESOLUTION RECORD WILL ALLOW US TO QUANTIFY LOW INTENSITY (E.G., HYDROTHERMAL) VOLCANIC ACTIVITY THAT FALLS BELOW THE DETECTION LIMIT OF MODIS/VIIRS/AVHRR, THUS PROVIDING A MORE COMPLETE MEASUREMENT RECORD OF THERMAL UNREST DURING PERIODS OF REPOSE. THIS WILL ALSO ALLOW US TO CALIBRATE THE LOW SPATIAL RESOLUTION (BUT HIGH TEMPORAL RESOLUTION) TIME-SERIES. 2. ALL OF THESE PRODUCTS WILL BE MADE AVAILABLE TO THE COMMUNITY AT HTTP://MODIS.HIGP.HAWAII.EDU 3. PREDICTING THE EVOLUTION OF THE INTENSITY OF AN ERUPTION ONCE IT HAS BEGUN HAS PROVEN HARDER THAN DETECTING UNREST ASSOCIATED WITH ERUPTION ONSET. WE WILL USE DEEP LEARNING TECHNIQUES TO ANALYZE THE 30 YEAR ARCHIVE WE WILL DEVELOP TO DETERMINE WHETHER ESCALATIONS, DE-ESCALATIONS AND CESSATIONS OF THERMAL EMISSION AND UNREST CAN BE PREDICTED, AND WITH WHAT UNCERTAINTY. 4. KEY PARAMETERS IN DYNAMIC FORECAST MODELS INCLUDE THE LOCATION, COMPOSITION, AND VOLATILE CONTENT OF THE MAGMA AS WELL AS MASS FLUXES OF MAGMA AND GASES. THE CHANGE IN LAVA EFFUSION RATE DURING AN ERUPTION (DECAY CONSTANT) IS RELATED TO PRESSURE RE-EQUILIBRATION IN THE CHAMBER, AND THE NET RATE OF OUTFLOW AND RECHARGE. WE WILL ANALYZE A COMPREHENSIVE GLOBAL MULTI-DECADAL DATA SET OF I) LAVA EFFUSION RATES FOR ALL EFFUSIVE ERUPTIONS IN THE 30 YEAR TIME-SERIES, AND II) THE DECAY CONSTANTS ASSOCIATED WITH THESE LAVA MASS FLUXES, TO DETERMINE HOW INFORMATION EXTRACTED FROM SATELLITE-DERIVED EFFUSION RATE MEASUREMENTS CAN BE RELATED TO MAGMA SUPPLY CONDITIONS.",明确 AI 相关,AI 软件、平台或信息系统
81515534,AU,English/Latin,2022-04-06,PROTOTYPE OF ARTIFICIAL INTELLIGENCE / MACHINE LEARNING (AI/ML) TECHNOLOGIES TO AGGREGATE MASS DATA SETS AND PERFORM MACHINE ASSISTED ANALYSIS,PROTOTYPE OF ARTIFICIAL INTELLIGENCE / MACHINE LEARNING (AI/ML) TECHNOLOGIES TO AGGREGATE MASS DATA SETS AND PERFORM MACHINE ASSISTED ANALYSIS,core_ai_en: \bAI\b; core_ai_en: artificial intelligence; core_ai_en: machine learning,"PROTOTYPE OF ARTIFICIAL INTELLIGENCE / MACHINE LEARNING (AI/ML) TECHNOLOGIES TO AGGREGATE MASS DATA SETS AND PERFORM MACHINE ASSISTED ANALYSIS 
PROTOTYPE OF ARTIFICIAL INTELLIGENCE / MACHINE LEARNING (AI/ML) TECHNOLOGIES TO AGGREGATE MASS DATA SETS AND PERFORM MACHINE ASSISTED ANALYSIS",明确 AI 相关,AI 研究、研发或原型项目
106990854,US,English/Latin,2023-06-15,OTHER COMPUTER RELATED SERVICES,"ORDER ISSUED TO OBTAIN LAMBDA SCALAR DEEP LEARNING GRAPHIC PROCESSING UNIT (GPU) SERVER IN SUPPORT OF THE U.S. DEPARTMENT OF LABOR (DOL), BUREAU OF LABOR STATISTICS (BLS), OFFICE OF COMPENSATION AND WORKING CONDITIONS (OCWC).",core_ai_en: deep learning,"OTHER COMPUTER RELATED SERVICES 
ORDER ISSUED TO OBTAIN LAMBDA SCALAR DEEP LEARNING GRAPHIC PROCESSING UNIT (GPU) SERVER IN SUPPORT OF THE U.S. DEPARTMENT OF LABOR (DOL), BUREAU OF LABOR STATISTICS (BLS), OFFICE OF COMPENSATION AND WORKING CONDITIONS (OCWC).",明确 AI 相关,AI 相关硬件/算力/无人系统
107066769,FR,French/Latin,2023-06-28,France-Montbéliard: Systems and technical consultancy services,"cette consultation a pour objet le recensement de compétences numériques mobilisables en fonction des besoins des projets accompagnés. Le présent marché comprend six (6) lots :Lot 1 : Réalisation d'audit du système d'information data, préconisations, plan d'actions concernant la thématique choisielot 2 : Réalisation d'accompagnement vers la Business Intelligence (Bi)Lot 3 : Réalisation d'un accompagnement vers une mise en conformités des normes RgpdLot 4 : Déploiement de solutions logicielles BiLot 5 : Développement d'applications sur mesurelot 6 : Développement d'algorithmes d'intelligence Artificielle",ai_western_europe: intelligence artificielle,"France-Montbéliard: Systems and technical consultancy services 
cette consultation a pour objet le recensement de compétences numériques mobilisables en fonction des besoins des projets accompagnés. Le présent marché comprend six (6) lots :Lot 1 : Réalisation d'audit du système d'information data, préconisations, plan d'actions concernant la thématique choisielot 2 : Réalisation d'accompagnement vers la Business Intelligence (Bi)Lot 3 : Réalisation d'un accompagnement vers une mise en conformités des normes RgpdLot 4 : Déploiement de solutions logicielles BiLot 5 : Développement d'applications sur mesurelot 6 : Développement d'algorithmes d'intelligence Artificielle",明确 AI 相关,AI 软件、平台或信息系统
78390492,US,English/Latin,2021-04-26,PROTOTYPE OF ARTIFICIAL INTELLIGENCE / MACHINE LEARNING (AI/ML) TECHNOLOGIES TO AGGREGATE MASS DATA SETS AND PERFORM MACHINE ASSISTED ANALYSIS,PROTOTYPE OF ARTIFICIAL INTELLIGENCE / MACHINE LEARNING (AI/ML) TECHNOLOGIES TO AGGREGATE MASS DATA SETS AND PERFORM MACHINE ASSISTED ANALYSIS,core_ai_en: \bAI\b; core_ai_en: artificial intelligence; core_ai_en: machine learning,"PROTOTYPE OF ARTIFICIAL INTELLIGENCE / MACHINE LEARNING (AI/ML) TECHNOLOGIES TO AGGREGATE MASS DATA SETS AND PERFORM MACHINE ASSISTED ANALYSIS 
PROTOTYPE OF ARTIFICIAL INTELLIGENCE / MACHINE LEARNING (AI/ML) TECHNOLOGIES TO AGGREGATE MASS DATA SETS AND PERFORM MACHINE ASSISTED ANALYSIS",明确 AI 相关,AI 研究、研发或原型项目
119278933,,English/Latin,2024-02-12,PIAT23-400 Method assistance and project management assistance contract in the field of Maintenance and Operation Methods based on the use of the Information System (MME-SI),"The services cover various areas, in a non-exhaustive manner: - Advice in the governance of the IS (processes, applications, data) of the DPN, in the organization of Projects, in the prioritization of promising subjects based on the analysis of the value, - Expertise on differentiating methods or technologies with a user-centered approach (mobility, data sciences, Artificial Intelligence, IoT, cyber security, user journey, etc.), - Support for managing a business or Project (PMO ), of a batch, of a project, - Support for IS project management to ensure the MCO of applications - Data quality control: control, diagnosis, improvement of queries, construction of pivot files for mass injection of data via a robot.",core_ai_en: artificial intelligence; core_ai_en: data science,"PIAT23-400 Method assistance and project management assistance contract in the field of Maintenance and Operation Methods based on the use of the Information System (MME-SI) 
The services cover various areas, in a non-exhaustive manner: - Advice in the governance of the IS (processes, applications, data) of the DPN, in the organization of Projects, in the prioritization of promising subjects based on the analysis of the value, - Expertise on differentiating methods or technologies with a user-centered approach (mobility, data sciences, Artificial Intelligence, IoT, cyber security, user journey, etc.), - Support for managing a business or Project (PMO ), of a batch, of a project, - Support for IS project management to ensure the MCO of applications - Data quality control: control, diagnosis, improvement of queries, construction of pivot files for mass injection of data via a robot.",明确 AI 相关,工程/建筑/能源服务
165990085,KR,English/Latin,2013-09-23,Seoul : 2013-09-23 : Local Government : Service_performance_details," Purchase of artificial intelligence automatic power-saving outlet (composite and computer, multi-tamp) Climate and Atmosphere Department",core_ai_en: artificial intelligence,"Seoul : 2013-09-23 : Local Government : Service_performance_details 
 Purchase of artificial intelligence automatic power-saving outlet (composite and computer, multi-tamp) Climate and Atmosphere Department",明确 AI 相关,其他/需人工查看描述
87143765,AU,English/Latin,2022-07-17,Economic or financial evaluation of projects : Department of Veterans' Affairs : 2020-08-10,Provision of data science and advanced claim analytics services.,core_ai_en: data science,"Economic or financial evaluation of projects : Department of Veterans' Affairs : 2020-08-10 
Provision of data science and advanced claim analytics services.",明确 AI 相关,AI 数据分析、建模或算法服务
164433322,KR,English/Latin,2012-03-20,"Seoul Artificial Intelligence High School, Seoul Metropolitan Office of Education : 2012-03-20 : Educational Institution : Service_performance_details", Purchase of 2 types of desks and other items for the facility management office,core_ai_en: artificial intelligence,"Seoul Artificial Intelligence High School, Seoul Metropolitan Office of Education : 2012-03-20 : Educational Institution : Service_performance_details 
 Purchase of 2 types of desks and other items for the facility management office",明确 AI 相关,其他/需人工查看描述
